name,provider_id,type,region,state,address,phone,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date
BENCHMARK HUMAN SERVICES,15G804,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"6904 DRY CREEK CT
FORT WAYNE, IN 46835",260 744-6145,2011-06-30,8,No,For Profit,,
COMMUNITY ALTERNATIVES ADEPT,15G805,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1010 KELLAM RD
CENTERVILLE, IN 47330",317 570-5903,2011-12-23,4,No,For Profit,,
"ARC OF NORTHWEST INDIANA INC, THE",15G806,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1441 WOODLAWN
GRIFFITH, IN 46319",219 884-1138,2011-12-27,5,No,Non-Profit,"Vol-Merg, Close",2013-10-04
COMMUNITY ALTERNATIVES ADEPT,15G807,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"213 W WATER ST
CENTERVILLE, IN 47330",317 570-5903,2011-12-28,4,No,For Profit,,
TRADEWINDS SERVICES INC,15G808,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"200 NORTH LAKE PARK AVE
HOBART, IN 46342",219 945-0100,2012-02-07,8,No,Non-Profit,,
"WARNER TRANSITIONAL SERVICES, LLC",15G809,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"11075 N PENNSYLVANIA ST
INDIANAPOLIS, IN 46280",317 815-0505,2012-09-11,96,No,For Profit,Invol-Fail Req,2013-05-07
COMMUNITY ALTERNATIVES INDIANA INC,15G810,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"221 N WASHINGTON ST
MARION, IN 46952",502 394-2100,2013-12-06,30,No,For Profit,,
RES-CARE INC,15G811,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1306 S BLOOMINGTON STREET
GREENCASTLE, IN 46135",765 653-5738,2014-12-01,20,No,For Profit,,
MOSAIC,15G812,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"200 DIVISION STREET
ELKHART, IN 46516",574 675-0726,2015-06-22,5,No,Non-Profit,,
EASTER SEALS ARC OF NORTHEAST INDIANA,15G813,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4720 ASHLAND DRIVE
FORT WAYNE, IN 46835",260 456-4534,2015-06-19,4,No,Non-Profit,,
VOCA CORPORATION OF INDIANA,15G814,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"8307 CASTLETON BLVD
INDIANAPOLIS, IN 46256",317 578-8608,2016-12-09,8,No,For Profit,,
PATHFINDER SERVICES INC,15G815,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4438 HANEY COURT
NEW HAVEN, IN 46774",800 833-1571,2018-03-09,4,No,Non-Profit,,
PARK PLACE,16G001,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"114 EAST GREEN STREET
GLENWOOD, IA 51534",712 527-4841,1977-07-18,128,No,Non-Profit,"Vol-Merg, Close",2015-04-30
GLENWOOD RESOURCE CENTER,16G003,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"711 SOUTH VINE STREET
GLENWOOD, IA 51534",712 527-4811,1977-01-01,851,No,Government,,
NEW HOPE VILLAGE,16G004,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1211 EAST 18TH STREET
CARROLL, IA 51401",712 792-5500,1978-05-01,49,No,Non-Profit,,
VILLAGE NORTHWEST UNLIMITED,16G006,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"330 VILLAGE CIRCLE
SHELDON, IA 51201",712 324-4873,1978-09-01,60,No,Non-Profit,,
SUNNYCREST MANOR,16G008,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2375 ROOSEVELT STREET
DUBUQUE, IA 52001",563 583-1781,1980-01-01,28,No,Government,,
HARMONY HOUSE HEALTH CENTER,16G009,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2950 WEST SHAULIS ROAD
WATERLOO, IA 50701",319 234-4495,1980-08-12,54,Yes,For Profit,,
CHRISTIAN OPPORTUNITY CENTER,16G011,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1554 BROADWAY ST
PELLA, IA 50219",641 628-1162,1981-01-05,15,No,Non-Profit,,
MOSAIC-EAST DOUGLAS,16G012,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"4220 EAST DOUGLAS AVE
DES MOINES, IA 50317",515 246-1840,1983-07-29,8,No,Non-Profit,,
MOSAIC-EASTON,16G013,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"4216 EASTON BLVD
DES MOINES, IA 50317",515 246-1840,1983-09-29,8,No,Non-Profit,,
MOSAIC-EAST 42ND STREET,16G014,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"3114 E 42ND ST
DES MOINES, IA 50317",515 246-1840,1983-10-28,8,No,Non-Profit,,
MOSAIC-102 KELLY'S COURT,16G016,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"102 KELLY'S COURT
FOREST CITY, IA 50436",641 585-3050,1985-01-08,8,No,Non-Profit,,
COURAGE HOMES,16G017,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"5945 MORNINGSIDE AVENUE
SIOUX CITY, IA 51106",712 276-9113,1981-12-01,45,No,Non-Profit,,
HILLS & DALES CHILD DEVELOPMENT CENTER,16G018,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1011 DAVIS AVENUE
DUBUQUE, IA 52001",563 556-7878,1985-07-17,59,No,Non-Profit,,
BEHAVIORAL TECHNOLOGIES-DELTA,16G020,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1200 WILLIAMS STREET
DES MOINES, IA 50317",515 263-9109,1986-04-30,8,No,Non-Profit,,
HANDICAPPED DEVELOPMENT CENTER,16G021,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2700 LINWOOD COURT
DAVENPORT, IA 52806",563 386-3011,1986-07-03,60,No,Non-Profit,,
BURLING HOUSE,16G022,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"910 FIRST AVENUE
CHARLES CITY, IA 50616",641 228-4182,1986-08-14,12,No,Non-Profit,,
PARK VIEW HOMES,16G023,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2815 LINCOLN WAY
SIOUX CITY, IA 51106",712 276-2825,1987-03-26,45,No,Non-Profit,,
WOODLAKE GROUP HOME,16G024,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1901 RACINE
BURLINGTON, IA 52601",319 752-9838,1987-11-25,16,No,Non-Profit,,
"REM IOWA, INC",16G027,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1220 FIFTH AVENUE SE
CEDAR RAPIDS, IA 52403",319 366-8701,1988-11-01,26,No,Non-Profit,"Vol-Merg, Close",2019-12-16
KATHLEENS RESIDENTIAL CARE,16G029,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1505 EAST FIFTH STREET
EMMETSBURG, IA 50536",712 852-2267,1989-02-16,16,No,Non-Profit,,
REM IOWA-CRESTWOOD,16G030,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"3944 CRESTWOOD DRIVE N W
CEDAR RAPIDS, IA 52405",319 396-0895,1989-02-22,8,No,Government,,
REM IOWA-TERRY AVENUE,16G031,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"815 TERRY AVENUE
HIAWATHA, IA 52233",319 393-3633,1989-03-17,8,No,Government,,
ONE VISION,16G032,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1200 NORTH NINTH STREET WEST
CLEAR LAKE, IA 50428",641 357-5277,1989-03-24,20,No,Non-Profit,,
REM IOWA-36TH AVENUE,16G033,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"29 36TH AVENUE S W
CEDAR RAPIDS, IA 52404",319 364-7177,1989-04-21,8,No,Non-Profit,,
REM IOWA-DALEVIEW DRIVE,16G034,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1490 DALEVIEW DRIVE
MARION, IA 52302",319 377-0895,1989-06-15,8,No,Government,,
REM IOWA-EIGHTH STREET,16G035,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"3025 EIGHTH STREET
MARION, IA 52302",319 377-1097,1989-04-21,8,No,Government,,
OPPORTUNITY LIVING #1,16G036,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"105 WESTVIEW
LAKE CITY, IA 51449",712 464-8961,1989-04-07,32,No,Non-Profit,,
ONE VISION - OAK HOUSE,16G038,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1470 21ST AVENUE NORTH
FORT DODGE, IA 50501",515 573-8243,1989-07-14,10,No,Non-Profit,,
REM IOWA-WASHINGTON,16G039,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1307 NORTH FIFTH AVENUE
WASHINGTON, IA 52353",319 653-7360,1989-12-01,8,No,Government,,
OPPORTUNITY LIVING #2,16G040,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"305 NORTH CENTRAL STREET
LAKE CITY, IA 51449",712 464-8961,1989-11-09,16,No,Non-Profit,,
WOODWARD RESOURCE CENTER,16G042,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1251 334TH STREET
WOODWARD, IA 50276",515 438-2600,1990-01-17,639,No,Government,,
REM IOWA-KALONA,16G043,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"507 THIRD STREET
KALONA, IA 52247",319 656-2142,1990-01-19,8,No,Government,"Vol-Merg, Close",2014-08-01
REM IOWA-CORALVILLE,16G044,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1985 HOLIDAY ROAD
CORALVILLE, IA 52241",319 354-0788,1990-04-12,8,No,Government,,
"IMAGINE THE POSSIBILITIES, INC - PRAIRIE HOUSE",16G045,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"201 NORTH OLIVE STREET
MAQUOKETA, IA 52060",563 652-5252,1990-03-30,12,No,Non-Profit,,
MOSAIC-835 SOUTH 7TH STREET,16G046,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"835 SOUTH SEVENTH STREET
FOREST CITY, IA 50436",641 585-3050,1990-04-26,6,No,Non-Profit,"Vol-Merg, Close",2019-03-23
REM IOWA-NORTH 35TH STREET,16G047,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"712 NORTH 35TH STREET
COUNCIL BLUFFS, IA 51501",712 325-0923,1990-06-29,8,No,Government,,
CRESTVIEW GROUP HOME,16G048,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1700 CLARK STREET
CHARLES CITY, IA 50616",641 228-4842,1990-09-21,46,No,Non-Profit,,
REM IOWA-ASPEN COTTAGE,16G049,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"29 EAST STREET
SHELBY, IA 51570",712 544-2002,1990-10-24,8,No,Government,,
BLUFF VIEW HOMES,16G050,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"202 PORT NEAL ROAD
SERGEANT BLUFF, IA 51054",712 943-1347,1991-02-08,16,No,Non-Profit,,
PILLAR OF CEDAR VALLEY,16G051,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1410 WEST DUNKERTON ROAD
WATERLOO, IA 50703",319 291-2509,1991-01-17,45,Yes,For Profit,,
REM IOWA-BIRCH COTTAGE,16G052,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"29 EAST STREET
SHELBY, IA 51570",712 544-2002,1991-04-17,8,No,Government,,
REM IOWA-MANSFIELD AVENUE,16G053,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2901 MANSFIELD AVENUE
CEDAR RAPIDS, IA 52403",319 364-2005,1991-05-04,8,No,Government,,
WESTVIEW HOMES,16G054,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1006 14TH STREET
ROCK VALLEY, IA 51247",712 476-2823,1991-09-06,12,No,Non-Profit,"Vol-Merg, Close",2015-08-24
"FAITH, HOPE, AND CHARITY",16G055,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1815 WEST MILWAUKEE STREET
STORM LAKE, IA 50588",712 732-5127,1991-10-14,32,No,Non-Profit,,
PROGRESS WEST,16G056,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"501 WEST 16TH STREET NORTH
NEWTON, IA 50208",641 792-6119,1991-11-22,8,No,Non-Profit,,
MOSAIC-138 INDIAN AVENUE,16G057,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"138 INDIAN AVENUE
FOREST CITY, IA 50436",641 585-3050,1992-02-07,5,No,Non-Profit,"Vol-Merg, Close",2021-07-01
HIGHLAND DRIVE GROUP HOME,16G059,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"202 HIGHLAND DRIVE
CEDAR FALLS, IA 50613",319 277-7739,1992-04-17,7,No,Non-Profit,,
PACIFIC PLACE,16G060,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"20937 KANE AVENUE
PACIFIC JUNCTION, IA 51561",712 622-8144,1992-05-07,12,No,Government,"Vol-Merg, Close",2015-04-30
CARLTON DRIVE GROUP HOME,16G061,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"3916 CARLTON DRIVE
CEDAR FALLS, IA 50613",319 266-7101,1992-05-13,5,No,Non-Profit,,
MOSAIC-1517 TAYLOR AVENUE,16G063,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1517 TAYLOR AVENUE
BELMOND, IA 50421",641 444-7190,1992-06-05,6,No,Non-Profit,,
SOUTH HOME - EXCEPTIONAL OPPORTUNITIES INC,16G064,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"504 SIXTH STREET
BURT, IA 50522",515 924-3251,1992-06-05,8,No,Non-Profit,"Vol-Merg, Close",2016-09-30
ROWND STREET GROUP HOME,16G065,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2714 ROWND STREET
CEDAR FALLS, IA 50613",319 266-3740,1992-06-12,6,No,Non-Profit,"Vol-Merg, Close",2021-09-09
MOSAIC-AYERS,16G066,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"517 EAST AYERS
OSCEOLA, IA 50213",641 342-6015,1992-08-12,7,No,Non-Profit,,
MOSAIC-MCLANE,16G067,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"209 EAST MCLANE STREET
OSCEOLA, IA 50213",641 342-6488,1992-08-12,7,No,Non-Profit,,
CARRIAGE HILL COMMUNITY LIVING HOME,16G068,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"761 CARRIAGE HILL DRIVE
DUBUQUE, IA 52003",563 588-3299,1992-08-14,8,No,Non-Profit,,
HACIENDA COMMUNITY LIVING HOME,16G069,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2429 HACIENDA DRIVE
DUBUQUE, IA 52002",563 588-4855,1992-08-14,8,No,Non-Profit,,
WEST 32ND COMMUNITY LIVING HOME,16G070,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2978 WEST 32ND STREET
DUBUQUE, IA 52001",563 588-4889,1992-08-14,8,No,Non-Profit,,
MOSAIC-LOGAN,16G071,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"309 EAST SECOND STREET
LOGAN, IA 51546",712 644-2234,1992-11-06,6,No,Non-Profit,,
MOSAIC-319 COUNTRY CLUB DRIVE,16G072,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"319 COUNTRY CLUB DRIVE
BELMOND, IA 50421",641 444-7370,1992-11-20,6,No,Non-Profit,,
MOSAIC-CUMMINS,16G073,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1609 CUMMINS PARKWAY
DES MOINES, IA 50311",515 246-1840,1992-12-17,4,No,Non-Profit,,
OPPORTUNITY LIVING #3,16G074,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"612 EIGHTH STREET
ROCKWELL CITY, IA 50579",712 464-8961,1993-01-22,20,No,Non-Profit,,
MOSAIC-ROSE,16G075,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"404 SW ROSE
DES MOINES, IA 50315",515 246-1840,1993-01-22,4,No,Non-Profit,,
MOSAIC-S W 14TH STREET,16G076,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"5417 SW 14TH
DES MOINES, IA 50315",515 246-1840,1993-02-05,4,No,Non-Profit,,
MOSAIC-ARTHUR AVENUE,16G077,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2520 ARTHUR AVENUE
DES MOINES, IA 50317",515 246-1840,1993-03-01,4,No,Non-Profit,,
MOSAIC-S W LELAND,16G078,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"505 SW LELAND
DES MOINES, IA 50315",515 246-1840,1993-04-16,4,No,Non-Profit,,
MOSAIC-MATTERN,16G079,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1502 MATTERN
DES MOINES, IA 50316",515 246-1840,1993-05-24,4,No,Non-Profit,,
MOSAIC-SETTLERS,16G080,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1402 SETTLERS LANE
DENISON, IA 51442",712 544-2234,1993-06-04,6,No,Government,,
MOSAIC-VINE,16G081,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2317 VINE STREET
WEST DES MOINES, IA 50265",515 246-1840,1993-08-05,4,No,Non-Profit,,
MOSAIC-FRANCIS,16G082,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2900 FRANCIS DRIVE
DES MOINES, IA 50310",515 246-1840,1993-08-19,4,No,Non-Profit,,
MOSAIC-CITYVIEW,16G083,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1200 SOUTH 15TH STREET
DENISON, IA 51442",712 644-2234,1993-09-13,6,No,Non-Profit,,
MOSAIC-E TIFFIN,16G084,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2515 E TIFFIN
DES MOINES, IA 50317",515 246-1840,1993-09-29,4,No,Non-Profit,,
IMAGINE THE POSSIBILITIES - DAWN,16G085,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1030 NORTH FOURTH STREET
GUTTENBERG, IA 52052",563 252-3811,1993-12-17,6,No,Non-Profit,,
IMAGINE THE POSSIBILITIES - SUNRISE,16G086,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"523 NORTH SECOND STREET
GUTTENBERG, IA 52052",563 252-1326,1993-12-17,6,No,Non-Profit,,
SOUTH HILL GROUP HOME,16G087,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1100 SOUTH HILL DRIVE
WATERLOO, IA 50701",319 233-5636,1994-01-28,6,No,Non-Profit,,
"IMAGINE THE POSSIBILITIES, INC - DIAMOND PLACE",16G088,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1208 SOUTH 11TH STREET
OSKALOOSA, IA 52577",641 673-9667,1994-03-11,12,No,Non-Profit,,
IMAGINE THE POSSIBILITIES - WESTSIDE,16G089,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"103 NORTH RUTLAND
GARNAVILLO, IA 52049",563 252-3811,1994-02-18,6,No,Non-Profit,,
MOSAIC-40TH STREET,16G090,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"1231 40TH STREET
DES MOINES, IA 50311",515 246-1840,1994-02-21,4,No,Non-Profit,,
GLENSHIRE HOUSE,16G091,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"3510 GLEN OAKS BOULEVARD
SIOUX CITY, IA 51104",712 277-8295,1994-04-01,4,No,Non-Profit,,
MOSAIC-PROSPECT,16G092,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"2009 PROSPECT AVE
WEST DES MOINES, IA 50265",515 246-1840,1994-04-14,4,No,Non-Profit,,
IMAGINE THE POSSIBILITIES - SUNSET,16G093,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VII) Kansas City,IA,"806 ACRE STREET
GUTTENBERG, IA 52052",563 252-3811,1994-04-15,6,No,Non-Profit,,
