clean_owner,HFCISFacilityAddress,HFCISFacilityCity,HFCISFacilityCounty,HFCISFacilityID,HFCISFacilityName,HFCISFacilityZIPCode,HFCISNPINumber,HFCISFacilityProviderNumber,HFCISInitialLicenseDate
Becker Home Inc.,1935 Big Bend Dr,Milpitas,SANTA CLARA,070001130,BECKER HOME INC.,95035,1053527937,55G392,2000-11-20
Butler Valley Inc.,380 12th St,Arcata,HUMBOLDT,010000087,BUTLER VALLEY,95521,1043492358,05G102,1983-09-14
"United Care Provider, Inc.",4702 Cutler Ave,Baldwin Park,LOS ANGELES,960001409,ST. LUCY'S GROUP HOME FOR CHILDREN,91706,1497726434,05G560,1992-01-07
"Salem Christian Homes, Inc.",858 W La Deney Dr,Ontario,SAN BERNARDINO,240001749,LADENEY HOME,91762,1346408598,55G778,2000-06-14
"Casa Montana, LLC",1922 N Mountain Ave,Claremont,LOS ANGELES,960001720,CASA MONTANA,91711,1215143060,05G741,1993-12-08
Florencia  Pilpa,5746 Loma Ave,Temple City,LOS ANGELES,960001809,TEMPLE GARDEN HOMES,91780,1942348743,05G884,1994-09-29
EPIPHANY CARE HOMES INC,431 Saratoga Street,Fillmore,VENTURA,050001260,RURAL HAVEN HOME ICF/DD-H,93015,1578701173,55G209,1998-04-16
Ability Pathways Incorporated,8137 Troost Ave,North Hollywood,LOS ANGELES,960002399,VISTA DEL VALLE DIVISION,91605,1447388756,55G264,1999-01-28
"Hope House For The Multiple-Handicapped, Inc.",5121 Buffington Rd,El Monte,LOS ANGELES,960001366,SCHMIDT HOUSE,91732,1154466928,05G568,1992-02-11
JINGMA INC,34909 Osprey Dr,Union City,ALAMEDA,020001263,MIKA'S HOME ICF/DD-H,94587,1669673133,55G442,2002-02-05
"Sierra Salem Christian Homes, Inc.",2414 Kirkwood Avenue,Modesto,STANISLAUS,630016920,KIRKWOOD HOME,95350,1225488703,55G774,2018-09-11
Sierra Vista Residential Care Home,782 N Shasta Ave,Farmersville,TULARE,120001501,SIERRA VISTA RESIDENTIAL CARE HOME,93223,1023200151,55G365,1994-12-21
Valley Village,20422 Parthenia St,Winnetka,LOS ANGELES,960001274,VALLEY VILLAGE PARTHENIA HOUSE,91306,1578615738,05G487,1990-12-11
Home of Guiding Hands Corporation,1543 Penasco Rd,El Cajon,SAN DIEGO,090001579,PENASCO ROAD,92019,1891750170,55G437,2002-07-30
"Emily-Anne Center, Inc.",8679 Canterbury Ave,Panorama City,LOS ANGELES,630011288,"EMILY ANNE CENTER, INC.",91402,1508029133,55G603,2007-11-26
BrightSpring,604 S Washington Ave,Fullerton,ORANGE,060001586,WASHINGTON AVENUE HOME,92832,1821124868,55G173,1998-01-21
The Arc of San Diego,1938 Washington St,Lemon Grove,SAN DIEGO,090000485,WASHINGTON STREET GROUP HOME,91945,1497937221,05G814,1986-10-22
"Monte Vista Child Care Center, Inc.",1422 Grove Ave,Upland,SAN BERNARDINO,240001266,GROVE DIVISION,91786,1588816946,05G738,1993-11-22
Sierra Vista Residential Care Home,506 W Petunia St,Farmersville,TULARE,630012918,SIERRA VISTA RESIDENTIAL CARE HOME  #2,93223,1487962122,55G669,2011-07-12
"J and P Homes, Inc.",6891 San Pedro Cir,Buena Park,ORANGE,060001990,J AND P HOMES - SAN PEDRO,90620,1346338282,55G414,2001-10-22
"ECP Homes, Inc.",6962 San Paco Cir,Buena Park,ORANGE,060001640,TRI-ELIZABETH HOMES III,90620,1205857315,55G276,1999-04-20
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000313,MOUNTAIN SHADOWS COMMUNITY HOMES - PLUM,92026,1861517021,05G514,
"Angel View, Inc.",66145 Granada Ave,Desert Hot Springs,RIVERSIDE,250001039,ADELSTEIN HOUSE,92240,1376680140,55G280,1992-04-23
Casa Del Rios Habilitation Services,7830 Omega Way,Stockton,SAN JOAQUIN,100000187,OMEGA HOUSE,95212,1386869584,05G182,1985-10-19
"Bennett Valley ICF/DD-H, Inc.",2416 Cactus Ave,Santa Rosa,SONOMA,010000394,"BENNETT VALLEY ICF/DD-H, INC.",95405,1326198524,55G072,1988-01-04
"Lesmoni, Inc.",3042 Cleveland Pl,Antioch,CONTRA COSTA,630012277,COVINGTON HOUSE ICF/DDN,94509,1629381108,55G644,2009-11-02
The Arc of San Diego,9235 Todos Santos Dr,Santee,SAN DIEGO,090000128,LETICIA GROUP HOME,92071,1336321165,05G075,1982-12-14
"Independent Options, Inc.",2541 Santa Catalina Dr # 105,Costa Mesa,ORANGE,060002257,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE VI",92626,1851463483,55G506,2004-08-20
Exceptional Children's Foundation,10918 Barman Ave,Culver City,LOS ANGELES,630011375,BARMAN HOUSE,90230,1689815946,55G620,2008-06-12
"JANET'S ENTERPRISE, INC.",6782 Citrus Ave,Fontana,SAN BERNARDINO,240000135,OLIVE HOUSE,92336,1568009512,05G086,1983-02-01
"Positive Directions, Inc.",838 20th Ave,Delano,KERN,120000500,POSITIVE DIRECTIONS # 1,93215,1295858652,05G530,1989-02-08
"Bright Expectations, Inc.",10466 Gramercy Pl,Riverside,RIVERSIDE,250001717,GRAMERCY DIVISION,92505,1265607584,55G315,1999-07-22
United Cerebral Palsy/Spastic Children's Foundation of Los Angeles & VTA,10454 Amestoy Ave,Granada Hills,LOS ANGELES,960002024,UCP AMESTOY SOUTH,91344,1336391572,55G262,1996-02-09
EPIPHANY CARE HOMES INC,750 Kentwood Dr,Oxnard,VENTURA,050001098,JADE HOME,93030,1720115934,05G900,1995-08-17
"Higher Ground Homes, Inc.",422 Balboa Dr,Delano,KERN,120001038,"HIGHER GROUND HOMES, INC. #1",93215,1356634331,05G867,1995-04-05
"Michael's Project, Inc.",1132 Gulf Dr,Fairfield,SOLANO,010000793,PATHWAYS 2,94533,1013125749,05G993,1996-05-06
Steele's Visions Inc.,2146 N Terrace Ct,Visalia,TULARE,630013061,STEELE'S VISIONS - TERRACE,93291,1508155003,55G673,2011-09-06
BrightSpring,1757 Brighton Ave,Grover Beach,SAN LUIS OBISPO,050001348,BRIGHTON AVENUE HOME,93433,1528195690,55G291,1999-09-09
"Bethesda Lutheran Communities, Inc.",25281 Mawson Dr,Laguna Hills,ORANGE,060001197,BETHESDA LUTHERAN COMMUNITIES - MAWSON,92653,1417010604,05G662,1993-05-18
C.F.B. Inc.,2550 Old Alturas Rd,Redding,SHASTA,630008841,SHASTA HOUSE,96003,1346428836,55G581,2007-06-07
"Bethesda Lutheran Communities, Inc.",1830 Ashcroft Ave,Clovis,FRESNO,040000643,BETHESDA LUTHERAN COMMUNITIES - ASHCROFT ,93611,1194876359,05G504,1991-01-17
"Stephanie Home, Inc.",776 Del Monte Ave,South San Francisco,SAN MATEO,220000955,"STEPHANIE HOME, INC.",94080,1083004782,55G182,1997-10-01
"C.L.O., Inc.",33216 Sea Bright Dr,Dana Point,ORANGE,060001314,SEA BRIGHT PLACE,92629,1689714214,55G068,1994-09-28
"Jan &amp; Gail's Care Homes, Inc.",1727 N Oaks St,Tulare,TULARE,120001645,JAN & GAIL'S CARE HOME #5,93274,1336276054,55G449,2002-10-17
"Woodland Residential Services, Inc.",40145 Best Ranch Road,Woodland,YOLO,630011271,HAPPY RANCH PROGRAM,95776,1730348764,55G610,2008-04-17
"Silver Punzalan II, Inc.",2928 Silver Estates,San Jose,SANTA CLARA,630010933,SILVER STAR ICF/DD-N,95135,1790949303,55G596,2007-03-07
Tupaz Homes LLC,308 Marti Way,San Jose,SANTA CLARA,070000998,TUPAZ HOME #7,95136,1841401213,55G053,1996-11-04
"L&amp;N, Inc.",655 Commercial Ave,South San Francisco,SAN MATEO,220000847,ANA'S ICF/DD-N,94080,1386855856,05G942,1995-10-04
"Bethesda Lutheran Communities, Inc.",1030 N Belmont St,Porterville,TULARE,120001429,BETHESDA LUTHERAN COMMUNITIES-BELMONT,93257,1417010604,05G164,
Darcielle Inc.,4612 Belle Drive,Antioch,CONTRA COSTA,140001360,BELLE ICF,94509,1679770499,55G459,2002-07-05
"DHK Manor,  Inc.",4513 Augustus Court,Stockton,SAN JOAQUIN,630013020,DHK MANOR,95207,1750687687,55G670,2011-06-03
Berkeley Youth Living With Disabilities,2110 7th Street,Berkeley,ALAMEDA,020001258,BUILD HOME,94710,1083744395,55G427,2002-01-07
"Antelope Hills Manor ICF-DDN, Inc.",7311 34th St,North Highlands,SACRAMENTO,100001781,ANTELOPE HILLS MANOR ICF DDN,95660,1770622292,55G448,2002-09-11
"Lesmoni, Inc.",5241 Cedar Ridge Way,Antioch,CONTRA COSTA,630007961,CEDAR RIDGE HOUSE ICF/DD-N,94531,1811102791,55G551,2006-04-19
"ECP Homes, Inc.",8341 San Pablo Dr,Buena Park,ORANGE,060001712,TRI-ELIZABETH HOMES I,90620,1205857315,55G351,2000-07-06
"Del Monte Home, Inc.",210 Del Monte Ave,South San Francisco,SAN MATEO,220000903,"DEL MONTE HOME, INC.",94080,1265657209,55G095,1996-05-30
Jonbec Care Incorporated,1334 Lanfair St,Redlands,SAN BERNARDINO,240000876,LANFAIR HOUSE,92374,1013058692,05G491,
BrightSpring,2034 North Olive Street,Santa Ana,ORANGE,060001591,OLIVE STREET NORTH HOME,92706,1861528804,55G172,1998-01-22
"Monte Vista Child Care Center, Inc.",612 Realitos Dr,La Verne,LOS ANGELES,960001977,REALITOS DIVISION,91750,1164558714,05G988,1996-03-12
BrightSpring,228 Petit Ave,Ventura,VENTURA,050000919,PETIT COMMUNITY HOME,93004,1982730859,05G727,1993-11-08
"Bethesda Lutheran Communities, Inc.",1088 W Browning Ave,Fresno,FRESNO,040000642,BETHESDA LUTHERAN COMMUNITIES - BROWNING,93711,1417010604,05G502,1991-01-18
"Promising Futures, Inc.",2819 Oak Shade Ln,Ramona,SAN DIEGO,090001407,"PROMISING FUTURES, INC. - HOLLY OAKS",92065,1053518779,55G105,1997-05-29
Angela Niculescu,3737 Barrington Drive,Concord,CONTRA COSTA,140001336,HAPPY VALLEY #2,94518,1427183938,05G954,1995-09-25
"Bright Expectations, Inc.",6760 Olympia Dr,Riverside,RIVERSIDE,630019882,VISTA DIVISION,92503,1417582586,,2021-01-20
"C.L.O., Inc.",201 Calle Sonora,San Clemente,ORANGE,060001315,CALLE SONORA PLACE,92672,1689714214,55G067,1994-09-28
President John Adams Manor III,5701 Falconer Way,Sacramento,SACRAMENTO,100000201,PRESIDENT JOHN ADAMS MANOR III - FALCONER,95824,1265658892,05G836,1985-04-30
"JANET'S ENTERPRISE, INC.",25787 Mesa Ct,San Bernardino,SAN BERNARDINO,240000122,ROBINSON HOUSE,92404,1205472198,05G049,1983-10-26
BrightSpring,628 Omeara St,San Diego,SAN DIEGO,090000996,FRIENDSHIP VILLA AMISTAD,92114,1699901017,05G595,1992-07-29
National Mentor Healthcare LLC,3301 Colony Oak St,Bakersfield,KERN,120000901,"LOYD'S LIBERTY HOMES, INC. - COLONY OAK",93311,1154536365,05G718,1994-01-12
"CRE Enterprise, Inc.",2012 Shoreview Ave,San Mateo,SAN MATEO,630011677,SHOREVIEW ICF-DDH,94401,1487826863,55G626,2008-07-01
Mountain Shadows Support Group,4880 Brookhill Ter,Jurupa Valley,RIVERSIDE,630016327,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-BROOKHILL,92509,1326430711,55G744,2016-11-01
"OPTIONS FAMILY OF SERVICES, INC.",1106 N School St,Santa Maria,SANTA BARBARA,050000722,SCHOOL STREET HOUSE,93454,1154407773,05G713,1993-07-20
Orpas Corporation,24152 Adonis St,Mission Viejo,ORANGE,060001246,ALICIA PARKWAY GUEST HOME,92691,1821182817,05G749,1993-12-17
EPIPHANY CARE HOMES INC,2929 Texas Avenue,Simi Valley,VENTURA,050000688,WAVECREST HOME ICF/DD-H,93063,1457488538,05G631,1992-11-30
Chelsea Home Care,6122 S Victoria Ave,Los Angeles,LOS ANGELES,960002863,CHELSEA HOME CARE,90043,1326180191,55G540,2004-05-14
RMD Services Incorporated,606 Glacier Way,Oakley,CONTRA COSTA,140001320,GLACIER WAY HOME,94561,1467515064,05G378,2003-05-17
"Crossroads Living Center, Inc.",1250 Woodman Way,Dixon,SOLANO,010000792,CROSSROADS,95620,1871787572,05G986,1996-05-08
"Independent Options, Inc.","2541 Santa Catalina Dr, Unit 108",Costa Mesa,ORANGE,060002256,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE V",92626,1851463483,55G502,2004-08-20
"Shirley's Care Home, Inc.",3507 Admiral Drive,Stockton,SAN JOAQUIN,100001810,SHIRLEY'S ICF/DD-H #4,95209,1245415272,55G509,2004-11-03
Bernardino & Concepcion Ancheta,2939 Saint Denis Drive,San Ramon,CONTRA COSTA,630010973,ST. DENIS HOME,94583,1194993568,55G592,2007-08-06
Jasmine Badillo &amp; Teresita Reyes,2673 Vista Bonita,Fairfield,SOLANO,010000907,GREENFIELDS II ICF-DDN,94534,1235349291,55G237,1999-01-26
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000312,MOUNTAIN SHADOWS COMMUNITY HOMES - LEMON,92026,1881719045,05G260,
Josefina Duran,1309 W 159th St,Gardena,LOS ANGELES,960002072,DANIEL'S CARE CENTER,90247,1730397944,55G080,1996-11-21
United Care Homes,18284 Barroso St,Rowland Heights,LOS ANGELES,960002567,DELHAVEN COMMUNITY HOME,91748,1114108487,55G489,2002-05-22
MITCHELL HOMES INCORPORATED,1024 S L St,Oxnard,VENTURA,050001308,MITCHELL HOME - L STREET,93030,1942480496,55G371,2000-09-19
"Woodland Residential Services, Inc.",1215 Evergreen Way,Woodland,YOLO,100001451,WRS INC. EVERGREEN PROGRAM,95695,1124237094,55G100,1996-01-19
Ability Pathways Incorporated,5281 Eagledale Ave,Los Angeles,LOS ANGELES,960001598,GLENCREST DIVISION,90041,1558499541,05G686,1992-11-23
Amazing Grace Oasis,8708 Bridgeport Ave,Hesperia,SAN BERNARDINO,630018417,AMAZING GRACE OASIS II,92344,,55G792,2019-06-20
Marcee and Gregory Hirst,11966 Tilden Pl,Riverside,RIVERSIDE,250001741,TILDEN HOUSE,92505,1700927373,55G358,2000-07-05
"Harbor Health Care, Inc.",9632 Rose St,Bellflower,LOS ANGELES,960000872,ROSE DIVISION,90706,1477681773,05G383,1989-09-18
Valley Village,23801 Archwood St,West Hills,LOS ANGELES,960001275,VALLEY VILLAGE ARCHWOOD HOUSE,91307,1336292069,05G505,
Home of Guiding Hands Corporation,2091 Ventana Way,El Cajon,SAN DIEGO,090001578,VENTANA WAY,92020,1801851985,55G433,2002-05-09
"Salem Christian Homes, Inc.",226 W Bonnie Brae Ct,Ontario,SAN BERNARDINO,240001836,BONNIE BRAE HOME,91762,1114183589,55G386,2001-04-26
CARING CONCERN RESIDENTIAL HOMES INC A CALIFORNIA CORPORATION,347 N San Mateo Ave,Ventura,VENTURA,050000077,CARING CONCERN RESIDENTIAL HOMES INC - SAN MATEO,93004,1851587224,05G160,1985-09-05
BrightSpring,321 E 11th St,Azusa,LOS ANGELES,960002320,11 TH STREET HOME,91702,1518094812,55G341,1999-05-04
"Community Care Initiatives, Inc.|Fisher Trust",7874 Diana Lane,Dublin,ALAMEDA,020000648,STANLEY HOUSE,94568,1780726323,05G746,1989-04-19
"Special Needs Access, Inc.",828 S Rome Pl,Anaheim,ORANGE,630017058,SUNNY HOME ICF/DD-N,92804,1982153011,55G771,2017-11-13
"Community Education Associates, Inc.",1762 Storrs Pl,Pomona,LOS ANGELES,960002818,EMERALD VILLAGE,91766,1003962770,55G496,2004-02-25
"Pilar M. De Castro &amp; Co., Inc.",10031 Antigua St,Anaheim,ORANGE,060001682,CYPRESS ICFDDH,92804,1316021942,55G400,2000-07-07
"Michael's Project, Inc.",1152 Hickory Ave,Fairfield,SOLANO,010000643,PATHWAYS,94533,1871700369,05G674,1993-06-29
BrightSpring,9358 Monte Vista St,Rancho Cucamonga,SAN BERNARDINO,240001162,MONTE VISTA HOUSE,91701,1902933278,05G651,1993-03-01
Slow Sculpture,5001 Parkhurst Dr,Santa Rosa,SONOMA,010000585,FIFTY-O-ONE PARKHURST,95409,1942372933,05G549,1991-12-03
Sue Allen - Terry Spees,286 W Sierra Ave,Fresno,FRESNO,040001317,ALLEN-SPEES FAMILY HOME III,93704,1235281304,55G366,2001-01-04
"Bethesda Lutheran Communities, Inc.",24411 Osprey St,Lake Forest,ORANGE,060000210,BETHESDA LUTHERAN COMMUNITIES - OSPREY,92630,1417010604,05G194,1987-01-21
"Abarientos, Rolando &amp; Lourdes Ofelia|Lark Spring Terrace, Inc.",22504 Lark Spring Ter,Diamond Bar,LOS ANGELES,630011030,"LARK SPRING TERRACE, INC.",91765,1164669446,55G619,2007-08-21
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000282,MOUNTAIN SHADOWS COMMUNITY HOMES - PALM,92026,1265557417,05G206,1986-01-27
"Harbor Health Care, Inc.",10631 Briar St,Norwalk,LOS ANGELES,960000976,"HARBOR HEALTH CARE, INC. - BRIAR DIVISION",90650,1225166515,05G172,
BrightSpring,5208 Lequel Way,Carmichael,SACRAMENTO,100001484,RCCA - LEQUEL,95608,1649306986,55G108,
"Sonia's Care Home, Inc.",8516 Edgefield Way,Stockton,SAN JOAQUIN,630016433,SONIA'S ICFDDN,95209,1063886638,55G764,2016-12-19
"Angel View, Inc.",1758 Scotia Ln,Palm Springs,RIVERSIDE,250000869,MARIAN JAMES TRANSITIONAL HOUSE,92262,1386781144,05G510,1990-06-01
"Bayberry, Inc.",400 Aguirre Way,Napa,NAPA,010000086,BAYBERRY HOUSE,94559,1174705891,05G095,1983-06-01
"Therapeutic Living Centers for the Blind, Inc.",23710 Community St,Canoga Park,LOS ANGELES,960002859,TLC COMMUNITY HOUSE,91304,1093924888,55G513,2004-06-11
"Angel View, Inc.",11270 Verbena Dr,Desert Hot Springs,RIVERSIDE,250001405,HUCKABEE HOUSE,92240,1487791224,05G990,1995-06-20
Ability Pathways Incorporated,315 Yorktown Ct,Upland,SAN BERNARDINO,240001573,YORKTOWN DIVISION,91784,1912035312,55G078,1996-11-25
Orpas Corporation,26242 Avenida Calidad,Mission Viejo,ORANGE,060001440,QUALITY CARE HOME,92691,1790872059,55G008,1996-05-13
Home of Guiding Hands Corporation,12116 Gay Rio Dr,Lakeside,SAN DIEGO,090000113,RIO DRIVE,92040,1477517829,05G057,1982-12-14
Dumolin Service Corporation,5028 Old Redwood Hwy,Santa Rosa,SONOMA,010000481,REDWOOD HOUSE,95403,1902839962,05G388,1989-09-29
"J-J Qual-Zerv, Inc.",20318 Strathern St,Winnetka,LOS ANGELES,960002204,J-J EXCELCARE HOME 2,91306,1114132008,55G157,1997-11-10
Herminio F. & Teresita Deleon,877 Muirfield Dr,Oceanside,SAN DIEGO,630011293,MONARCH HOME,92058,1760660336,55G585,2007-09-21
United Care Homes,14944 Lindhall Way,Whittier,LOS ANGELES,960001097,PURE JOY #2,90604,1952538936,55G636,1990-02-23
Steele's Visions Inc.,1875 Hatch Ave,Tulare,TULARE,630003241,STEELE'S VISIONS - HATCH,93274,1689861718,55G573,2006-10-06
Tupaz Homes LLC,1850 Potrero Dr,San Jose,SANTA CLARA,070001404,TUPAZ HOME #11,95124,1568673960,55G517,
BrightSpring,1384 Frauline Dr,San Diego,SAN DIEGO,630010894,FRAULINE DRIVE,92154,1679708028,55G570,2007-04-23
ST. GRACE HOSPICE INC.,4440 Fauna St.,Montclair,SAN BERNARDINO,630017081,ST. GRACE MANOR 2,91763,1164964383,55G770,2017-11-30
"Harbor Health Care, Inc.",11262 Hoback St,Norwalk,LOS ANGELES,960000956,"HARBOR HEALTH CARE, INC. - HOBACK DIVISION",90650,,55G180,1985-04-03
"Almond Home, Inc.",2551 Gumdrop Dr,San Jose,SANTA CLARA,630014357,"ALMOND HOME II, ICF/DD-N",95148,1518390483,55G711,2014-01-07
Liza De los Angeles,1305 S Courson Dr,Anaheim,ORANGE,630011440,STAR ICF/DD-N WAKEFIELD HOME,92804,1821255258,55G618,2008-04-03
"Hope House For The Multiple-Handicapped, Inc.",4317 Cedar Ave,El Monte,LOS ANGELES,960001351,CEDAR HOUSE,91732,1154466928,05G535,1991-06-12
Carcido's Homes. Inc.,1949 Wagner Heights Road,Stockton,SAN JOAQUIN,100001332,CARCIDO'S ICF/DD-H #2,95209,1033326798,05G950,
EPIPHANY CARE HOMES INC,2127 N Justin Avenue,Simi Valley,VENTURA,050000554,SURFRIDER HOME ICF/DD-H,93065,1184751232,05G465,1990-07-12
BrightSpring,60 Chuparrosa Dr,San Luis Obispo,SAN LUIS OBISPO,050001345,CHUPARROSA STREET HOME,93401,1154458701,55G300,1999-08-04
BrightSpring,3252 Florinda St,Pomona,LOS ANGELES,960002316,FLORINDA STREET HOME,91767,1811024649,55G274,1999-04-23
"Our House Residential Care, Inc.",405 Shannon Ave,Madera,MADERA,040000834,OUR HOUSE SUNSET,93637,1306901855,05G700,1993-09-17
"Alpha Residential, Inc.",692 San Bernardino Ave,Pomona,LOS ANGELES,630014300,SAN BERNARDINO HOUSE,91767,1609104769,55G740,2013-11-05
American Star Home,1627 Shoreview Ave,San Mateo,SAN MATEO,630012684,AMERICAN STAR HOME V,94401,1407175680,55G662,2011-03-01
"Reseda Horizons, Inc.",17831 San Jose St,Granada Hills,LOS ANGELES,960002896,RESEDA HORIZONS - SAN JOSE,91344,1629296272,55G526,
"Temple Garden Homes For The Dev. Disabled, Inc.",1024 S Pine St,San Gabriel,LOS ANGELES,960002879,TEMPLE GARDEN HOMES #6,91776,1417121310,55G721,2006-08-09
"Lifehouse, Inc.",393 Nova Albion Way,San Rafael,MARIN,010001033,"NOVA HOUSE, INC.",94903,1932366895,05G789,1992-06-18
"Zuha Homes, Inc.",2710 N San Dimas Canyon Rd,La Verne,LOS ANGELES,960001306,OASIS HOUSE,91750,1366591281,05G516,
"Angel View, Inc.",66770 Hacienda Ave,Desert Hot Springs,RIVERSIDE,250001560,BETTY & MARTIN RUSSELL HOUSE,92240,1922145796,55G057,1996-10-25
Provident Place,15448 Mondamon Rd,Apple Valley,SAN BERNARDINO,240001729,MARIAH,92307,1508208877,55G308,1999-11-30
"Harris Care Centers, Inc.",22682 Ancona,Laguna Hills,ORANGE,060001476,ANCONA HOME,92653,1285722876,55G037,1996-07-17
"Harmony Homes, Inc.",6567 N Laureen Ave,Fresno,FRESNO,630006901,MARIA'S HOUSE,93710,1447417811,55G571,2007-02-22
"Kmb Residential Care, Inc.",14160 Cantlay St,Van Nuys,LOS ANGELES,960002750,CANTLAY HOUSE,91405,1083800890,55G457,2002-06-29
Cecilia  Cuevas,2128 Shirlee St,West Covina,LOS ANGELES,960001255,JO-MI INTERMEDIATE CARE FAC/DEVELOPMENTALLY-NRSG,91792,1316085947,55G545,1990-11-29
"Emerald Blossom Manor, LLC",5301 Gerine Blossom Drive,San Jose,SANTA CLARA,630016794,"EMERALD BLOSSOM MANOR, LLC",95123,1346714425,55G773,2017-08-17
Peppermint Ridge,1581 Heartland Way,Corona,RIVERSIDE,630007351,WYNN HOUSE,92881,1508075508,55G565,2006-04-19
Becker Home Inc.,1756 Swanston Way,San Jose,SANTA CLARA,630000181,BECKER II HOME,95132,1437369808,55G543,2005-07-05
"Noia Residential Services, Inc.",1236 E Gettysburg Ave,Fresno,FRESNO,040000875,CASA SANTA MARIA,93704,1063564169,05G812,1993-09-23
"Angel View, Inc.",66635 Granada Ave,Desert Hot Springs,RIVERSIDE,250001034,FRIEDMAN HOUSE,92240,1285771055,05G576,1992-04-23
BrightSpring,5940 Los Angeles Way,Buena Park,ORANGE,630018677,LOS ANGELES WAY,90620,1992348460,,2020-06-23
BrightSpring,27590 Villa Ave,Highland,SAN BERNARDINO,240001007,VILLA HOUSE,92346,1093842361,05G537,1991-03-20
GLAMM Corporation,380 Bixby Dr,Milpitas,SANTA CLARA,630011211,IN GOOD HANDS HOME ICF/DD-H,95035,1073787982,55G630,2008-03-17
"Harbor Health Care, Inc.",9902 Rose St,Bellflower,LOS ANGELES,960001150,CAMELOT DIVISION,90706,1457489759,05G492,1990-11-02
"Developmental Client Care Industries, Inc.",13802 Covey Quail Ln,Moreno Valley,RIVERSIDE,250000598,COVEY QUAIL HOUSE,92553,1548319494,05G395,1989-10-04
Villa Esperanza Services,1370 N Dominion Ave,Pasadena,LOS ANGELES,960001445,STAHL HOUSE,91104,1467667154,05G581,1992-04-01
"Bethesda Lutheran Communities, Inc.",9613 Lake Superior Dr,Bakersfield,KERN,120000464,BETHESDA LUTHERAN COMMUNITIES-LAKE SUPERIOR,93312,1417010604,05G276,1987-10-28
"T.E.R.I., Inc.",1768 Monte Mar Rd,Vista,SAN DIEGO,090000220,VISTA HOUSE,92084,1962488007,05G142,1985-04-29
Valley Care Residential,6426 N 4th St,Fresno,FRESNO,040001120,SIERRA HOUSE,93710,1871629139,55G048,1996-09-20
National Mentor Healthcare LLC,6520 N Colonial Ave,Fresno,FRESNO,040000224,"LOYD'S LIBERTY HOMES, INC. - COLONIAL",93704,1467674705,05G210,1986-04-21
"Serenity Home Care Facilities, LLC",25654 Papillon Ct,Menifee,RIVERSIDE,630017845,PAPILLON DDN,92585,1518436773,55G777,2019-01-15
Rojas Care Services Inc.,1102 Lyons St,Redwood City,SAN MATEO,220000827,LYONS MANOR ICF,94061,1962968305,05G885,1995-02-01
Casa Allegra Community Services,363 Devon Dr,San Rafael,MARIN,010000970,DEVON DRIVE HOME,94903,1487861092,05G689,
Jonbec Care Incorporated,"12000 Peach Tree Rd, Unit 2",Yucaipa,SAN BERNARDINO,240000905,TERRACE VIEW HOUSE,92399,1942341524,05G496,1991-01-23
New Horizons: Serving Individuals with Special Needs,"15746b Parthenia St,  B",North Hills,LOS ANGELES,960001412,NEW HORIZONS B,91343,1215156427,55G195,1992-01-10
"JANET'S ENTERPRISE, INC.",25084 Tulip Ave,Loma Linda,SAN BERNARDINO,240001882,WALKER HOUSE,92354,1871131979,55G458,2002-11-07
BrightSpring,2528 Mark Ln,Costa Mesa,ORANGE,630014382,MARK LANE TWO,92626,1760873897,55G735,2015-02-25
Mouri Management Group Incorporated,6170 Purple Hills Dr,San Jose,SANTA CLARA,070000940,SHINRAI - PURPLE HILLS,95119,1205962107,05G996,1995-07-31
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000277,MOUNTAIN SHADOWS COMMUNITY HOMES - ASH,92026,1720103971,05G202,1986-01-27
EPIPHANY CARE HOMES INC,1101 Ivywood Drive,Oxnard,VENTURA,050000610,PELICAN HOME,93030,1467589614,05G544,1991-09-10
"Pilar M. De Castro &amp; Co., Inc.",11451 True Way,Garden Grove,ORANGE,060001374,MERCED HOME ICF/DD-H,92840,1730473109,05G980,1995-11-08
"SNCH, Inc.",327 N Sunkist St,Anaheim,ORANGE,060001661,SUNKIST HOUSE,92806,1922187772,55G352,2000-09-15
National Mentor Healthcare LLC,450 El Portal Dr,Merced,MERCED,040001032,"LOYD'S LIBERTY HOMES, INC. - EL PORTAL",95340,1184808925,05G969,1996-03-22
National Mentor Healthcare LLC,6505 Caswell Ave,Bakersfield,KERN,120000976,"LOYD'S LIBERTY HOMES, INC. - CASWELL HOME",93309,1821203373,05G771,1994-08-01
BrightSpring,3980 Carrick St,Riverside,RIVERSIDE,250001632,CARRICK HOUSE,92505,1396872792,55G345,1997-10-14
BrightSpring,7312 Teak Way,Rancho Cucamonga,SAN BERNARDINO,240001197,TEAK HOUSE,91730,1811024185,05G667,1993-05-14
"De Leon Country Maureen's Home, LLC",3961 Walnut Ave,Chino,SAN BERNARDINO,240001894,DOUG CARRIE'S HOME,91710,1669542924,55G727,2003-04-08
